1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365
63.470001,63.47815182935917,63.48630265871834,63.4944534880775,63.50260431743666,63.51075514679583,63.518905976155,63.527056805514164,63.53520763487332,63.54335846423249,63.55150929359166,63.559660122950824,63.56781095230999,63.57596178166916,63.58411261102832,63.592263440387484,63.60041426974665,63.60856509910582,63.616715928464984,63.624866757824144,63.63301758718331,63.64116841654248,63.649319245901644,63.65747007526081,63.66562090461997,63.67377173397914,63.681922563338304,63.69007339269747,63.69822422205664,63.7063750514158,63.714525880774964,63.72267671013413,63.7308275394933,63.738978368852464,63.74712919821163,63.75528002757079,63.76343085692996,63.771581686289124,63.77973251564829,63.78788334500746,63.79603417436662,63.804185003725784,63.81233583308495,63.82048666244412,63.828637491803285,63.836788321162445,63.84493915052161,63.85308997988078,63.861240809239945,63.86939163859911,63.87754246795827,63.88569329731744,63.893844126676605,63.90199495603577,63.91014578539494,63.918296614754105,63.926447444113265,63.93459827347243,63.9427491028316,63.950899932190765,63.95905076154993,63.96720159090909,63.97535242026826,63.983503249627425,63.99165407898659,63.99980490834576,64.00795573770492,64.01610656706409,64.02425739642325,64.03240822578242,64.04055905514159,64.04870988450075,64.05686071385992,64.06501154321909,64.07316237257824,64.0813132019374,64.08946403129657,64.09761486065574,64.1057656900149,64.11391651937407,64.12206734873324,64.1302181780924,64.13836900745157,64.14651983681074,64.15467066616989,64.16282149552906,64.17097232488823,64.17912315424739,64.18727398360656,64.19542481296573,64.20357564232489,64.21172647168406,64.21987730104323,64.2280281304024,64.23617895976156,64.24432978912071,64.25248061847988,64.26063144783905,64.26878227719821,64.27693310655738,64.28508393591655,64.29323476527571,64.30138559463488,64.30953642399405,64.31768725335321,64.32583808271238,64.33398891207153,64.3421397414307,64.35029057078987,64.35844140014903,64.3665922295082,64.37474305886737,64.38289388822653,64.3910447175857,64.39919554694487,64.40734637630403,64.41549720566319,64.42364803502235,64.43179886438152,64.43994969374069,64.44810052309985,64.45625135245902,64.46440218181819,64.47255301117735,64.48070384053652,64.48885466989569,64.49700549925484,64.505156328614,64.51330715797317,64.52145798733234,64.5296088166915,64.53775964605067,64.54591047540984,64.55406130476901,64.56221213412817,64.57036296348734,64.57851379284651,64.58666462220566,64.59481545156483,64.602966280924,64.61111711028316,64.61926793964233,64.6274187690015,64.63556959836066,64.64372042771983,64.651871257079,64.66002208643816,64.66817291579733,64.67632374515648,64.68447457451565,64.69262540387481,64.70077623323398,64.70892706259315,64.71707789195231,64.72522872131148,64.73337955067065,64.74153038002981,64.74968120938898,64.75783203874813,64.7659828681073,64.77413369746647,64.78228452682563,64.7904353561848,64.79858618554397,64.80673701490313,64.8148878442623,64.82303867362147,64.83118950298064,64.83934033233979,64.84749116169895,64.85564199105812,64.86379282041729,64.87194364977645,64.88009447913562,64.88824530849479,64.89639613785396,64.90454696721312,64.91269779657229,64.92084862593146,64.92899945529061,64.93715028464977,64.94530111400894,64.95345194336811,64.96160277272728,64.96975360208644,64.97790443144561,64.98605526080478,64.99420609016394,65.00235691952311,65.01050774888228,65.01865857824143,65.0268094076006,65.03496023695976,65.04311106631893,65.0512618956781,65.05941272503726,65.06756355439643,65.0757143837556,65.08386521311476,65.09201604247393,65.10016687183308,65.10831770119225,65.11646853055142,65.12461935991058,65.13277018926975,65.14092101862892,65.14907184798808,65.15722267734725,65.16537350670642,65.17352433606558,65.18167516542474,65.1898259947839,65.19797682414307,65.20612765350224,65.2142784828614,65.22242931222057,65.23058014157974,65.2387309709389,65.24688180029807,65.25503262965724,65.2631834590164,65.27133428837556,65.27948511773472,65.28763594709389,65.29578677645306,65.30393760581222,65.31208843517139,65.32023926453056,65.32839009388972,65.33654092324889,65.34469175260806,65.35284258196722,65.36099341132638,65.36914424068554,65.37729507004471,65.38544589940388,65.39359672876304,65.40174755812221,65.40989838748138,65.41804921684054,65.42620004619971,65.43435087555888,65.44250170491803,65.4506525342772,65.45880336363636,65.46695419299553,65.4751050223547,65.48325585171386,65.49140668107303,65.4995575104322,65.50770833979136,65.51585916915053,65.52400999850968,65.53216082786885,65.54031165722802,65.54846248658718,65.55661331594635,65.56476414530552,65.57291497466468,65.58106580402385,65.58921663338302,65.59736746274218,65.60551829210135,65.6136691214605,65.62181995081967,65.62997078017884,65.638121609538,65.64627243889717,65.65442326825634,65.6625740976155,65.67072492697467,65.67887575633384,65.687026585693,65.69517741505217,65.70332824441132,65.71147907377049,65.71962990312966,65.72778073248882,65.73593156184799,65.74408239120716,65.75223322056632,65.76038404992549,65.76853487928466,65.77668570864383,65.78483653800298,65.79298736736214,65.80113819672131,65.80928902608048,65.81743985543964,65.82559068479881,65.83374151415798,65.84189234351715,65.85004317287631,65.85819400223548,65.86634483159463,65.8744956609538,65.88264649031296,65.89079731967213,65.8989481490313,65.90709897839047,65.91524980774963,65.9234006371088,65.93155146646797,65.93970229582713,65.9478531251863,65.95600395454545,65.96415478390462,65.97230561326379,65.98045644262295,65.98860727198212,65.99675810134129,66.00490893070045,66.01305976005962,66.02121058941879,66.02936141877795,66.03751224813712,66.04566307749627,66.05381390685544,66.0619647362146,66.07011556557377,66.07826639493294,66.0864172242921,66.09456805365127,66.10271888301044,66.1108697123696,66.11902054172877,66.12717137108793,66.13532220044709,66.14347302980626,66.15162385916543,66.15977468852459,66.16792551788376,66.17607634724293,66.18422717660209,66.19237800596126,66.20052883532043,66.20867966467958,66.21683049403875,66.22498132339791,66.23313215275708,66.24128298211625,66.24943381147541,66.25758464083458,66.26573547019375,66.27388629955291,66.28203712891208,66.29018795827125,66.2983387876304,66.30648961698957,66.31464044634873,66.3227912757079,66.33094210506707,66.33909293442623,66.3472437637854,66.35539459314457,66.36354542250373,66.3716962518629,66.37984708122207,66.38799791058122,66.39614873994039,66.40429956929955,66.41245039865872,66.42060122801789,66.42875205737705,66.43690288673622,66.44505371609539
